Date,Adj Close,Close,High,Low,Open,Volume,MA_50,MA_200,Daily Return,Volatility
2014-10-10,82.93831635,85.87999725,88.73999786,85.23999786,88.25,15431400,88.669373988125,88.669373988125,-0.03277400202554248,
2014-10-13,82.20436096,85.12000275,86.88999939,84.91999817,86.84999847,14845000,88.46058744470588,88.46058744470588,-0.008849493762646876,
2014-10-14,82.04016876,84.94999695,85.87999725,83.22000122,85.80999756,15559200,88.26555463944445,88.26555463944445,-0.001997248525699824,
2014-10-15,82.66790771,85.59999847,86.48999786,82.80999756,84.04000092,16824300,88.12526220947368,88.12526220947368,0.007651577908620588,
2014-10-16,85.80658722,88.84999847,89.17500305,84.01499939,84.98000336,15232000,88.16149902250001,88.16149902250001,0.03796729039824709,
2014-10-17,84.89878845,87.91000366,90.90000153,87.66999817,90.40000153,17360700,88.14952305285715,88.14952305285715,-0.010579570356631929,
2014-10-20,85.23679352,88.26000214,89.5,87.86000061,88.0,9891400,88.15454482954546,88.15454482954546,0.003981327100766041,
2014-10-21,87.78636932,90.90000153,92.5,88.5,89.09999847,23243800,88.27391251217391,88.27391251217391,0.02991161710841994,
2014-10-22,88.4913559,91.62999725,93.5,91.01000214,92.25,20364500,88.41374937625,88.41374937625,0.008030755860428451,
2014-10-23,91.21476746,94.44999695,94.69999695,92.81999969,92.91999817,20641000,88.6551992792,88.6551992792,0.0307759443919442,
2014-10-24,92.47989655,95.76000214,98.0,94.77999878,95.06999969,32132600,88.92846092769231,88.92846092769231,0.013869827763927756,
2014-10-27,94.44036865,97.79000092,98.84999847,96.30000305,97.0,28302400,89.25666611259258,89.25666611259258,0.021198817195431596,
2014-10-28,96.265625,99.68000031,100.6699982,98.61000061,99.83999634,32127600,89.62892804821429,89.62892804821429,0.01932712314366558,
2014-10-29,94.94255066,98.30999756,100.0,96.81999969,99.87999725,28655400,89.92827527275861,89.92827527275861,-0.013744008283901987,
2014-10-30,95.34816742,98.73000336,99.44000244,97.30000305,98.48000336,15484600,90.221666209,90.221666209,0.0042722592861794695,
2014-10-31,95.22261047,98.59999847,100.2200012,98.13600159,100.0999985,18128300,90.49193499161291,90.49193499161291,-0.001316771858357546,0.020695880656102204
2014-11-03,98.31301117,101.8000031,102.8000031,99.05000305,99.66999817,40883700,90.84531212,90.84531212,0.03245440851577319,0.01964819398790672
2014-11-04,102.4367447,106.0699997,106.3590012,99.51000214,100.4250031,67814000,91.3066662890909,91.3066662890909,0.04194495550069388,0.01968582874777117
2014-11-05,104.9476852,108.6699982,110.1399994,106.4800034,108.4800034,48344000,91.8173525217647,91.8173525217647,0.024512100568998108,0.01903404258787578
2014-11-06,107.7483521,111.5699997,111.6999969,107.2099991,109.3000031,33609000,92.38171386971429,92.38171386971429,0.02668631221160722,0.01880651656715437
2014-11-07,110.6359329,114.5599976,114.7699966,111.75,112.9300003,51457000,92.99777730666666,92.99777730666666,0.026799300063097498,0.01905069523047065
2014-11-10,115.0687103,119.1500015,119.4499969,115.1999969,117.2699966,75971000,93.70459417675676,93.70459417675676,0.040066375664798315,0.01921224513622048
2014-11-11,110.6166153,114.5400009,117.5500031,113.6900024,117.25,70983600,94.25289435368421,94.25289435368421,-0.038690730524245986,0.021129274647261078
2014-11-12,114.1512451,118.1999969,119.0699997,114.0199966,115.0500031,53908000,94.86692262410256,94.86692262410256,0.031953867393412994,0.020155789580175776
2014-11-13,110.9063416,114.8399963,120.0,114.5500031,119.3000031,62163000,95.366249466,95.366249466,-0.028426401760760167,0.02139038245499321
2014-11-14,111.1574402,115.0999985,115.3899994,113.3499985,115.0599976,29849000,95.84756041804877,95.84756041804877,0.0022640387354313507,0.021425135788508035
2014-11-17,110.3365555,114.25,115.6299973,113.1299973,115.4400024,22573000,96.28571374142857,96.28571374142857,-0.007384869774781033,0.021605335536946844
2014-11-18,107.0143814,110.8099976,114.3799973,110.4100037,114.3300018,41098000,96.62348778465116,96.62348778465116,-0.03010943019693657,0.022574059677585804
2014-11-19,105.0925446,108.8199997,110.6800003,107.2200012,109.8300018,46841000,96.90068123727274,96.90068123727274,-0.01795864942785641,0.02306991844067349
2014-11-20,106.0582886,109.8199997,112.4400024,107.2600021,107.8099976,36489000,97.1877772031111,97.1877772031111,0.009189487251946682,0.02307025847376009
2014-11-21,106.9371262,110.7300034,113.5,110.4349976,113.2099991,27432000,97.4821734247826,97.4821734247826,0.008286320365014532,0.02178909119221311
2014-11-24,110.0178528,113.9199982,113.9300003,111.5500031,112.0,20646000,97.8319143774468,97.8319143774468,0.02880876638715968,0.021825758927432673
2014-11-25,109.5832748,113.4700012,115.1699982,112.3300018,114.9400024,23485000,98.15770785291666,98.15770785291666,-0.003950114177582509,0.02186562425264948
2014-11-26,108.8106766,112.6699982,113.7399979,112.3300018,113.3300018,11794700,98.45387704367347,98.45387704367347,-0.007050348035071652,0.02208204949996633
2014-11-28,107.8159485,111.6399994,113.2300034,111.1100006,113.1399994,8077800,98.7175994908,98.7175994908,-0.009141730864073105,0.021654054349897204
2014-12-01,102.3594818,105.9899979,110.0500031,103.8960037,110.0199966,38464200,98.959599461,98.86019553803922,-0.05060911438879845,0.023942268514942296
2014-12-02,106.1259003,109.8899994,110.0,106.6100006,107.3499985,18785000,99.35959946119999,99.07230715076922,0.03679593902511047,0.024563261005492856
2014-12-03,106.8502045,110.6399994,111.6800003,108.7979965,110.4000015,16221100,99.8289994858,99.29056549509434,0.006825006862271499,0.02419993227754489
2014-12-04,105.4305573,109.1699982,110.5,108.9100037,110.0999985,10779300,100.200999456,99.47351795259259,-0.013286344974437814,0.02447563944530988
2014-12-05,104.2040634,107.9000015,110.3499985,107.7600021,109.5999985,12148100,100.58059952260001,99.62672674436364,-0.011633202536775245,0.024227453515309076
2014-12-08,101.4710007,105.0699997,107.4000015,104.2099991,105.9700012,19217300,100.87279953500001,99.72392804714286,-0.02622800519608892,0.02480511966742786
2014-12-09,103.7984543,107.4800034,107.9499969,101.1999969,102.2699966,24866800,101.24739960300002,99.8599995445614,0.022937124839451206,0.024850131673671637
2014-12-10,100.3217621,103.8799973,107.3799973,103.5100021,107.0899963,18466700,101.5479995796,99.92930985068965,-0.03349465934237217,0.025548123784845445
2014-12-11,101.3744278,104.9700012,106.8399963,104.2900009,104.4400024,15684300,101.9253996342,100.01474529728814,0.010492914211887472,0.025426078001229323
2014-12-12,101.5096283,105.1100006,107.4499969,104.1790009,104.6999969,14537600,102.286399695,100.099666219,0.0013337086634235273,0.025424676483497315
2014-12-15,101.1136703,104.6999969,107.7699966,103.6999969,106.3899994,16521800,102.61839966359999,100.17508147606557,-0.0039007106617788834,0.025442081052534215
2014-12-16,102.1470184,105.7699966,107.6800003,103.6999969,103.75,21700600,102.9675996444,100.26532204258064,0.010219672699913973,0.02485083738630532
2014-12-17,105.2856903,109.0199966,109.1900024,106.2799988,107.1100006,17311100,103.394599613,100.40428513079365,0.030727050245551446,0.024300755372742646
2014-12-18,105.5078125,109.25,111.1999969,108.2600021,110.5800018,22788100,103.813599552,100.542499425625,0.0021097358940846966,0.02390063456911993
2014-12-19,106.8598633,110.6500015,110.6500015,108.0400009,109.9300003,14857800,104.2507995636,100.69799945753846,0.012814659038901555,0.023506578466773474
2014-12-22,105.0442581,108.7699966,110.9800034,108.5299988,110.6299973,13041200,104.7085995506,100.82030244454545,-0.016990554672518532,0.023141300701626854
2014-12-23,101.9055786,105.5199966,108.4700012,103.8799973,108.3000031,19096300,105.1165994276,100.89044713343283,-0.029879563313326418,0.022321438025509073
2014-12-24,102.3208542,105.9499969,107.2099991,105.5999985,105.6800003,5870400,105.53659942659999,100.96485227705882,0.004075059835625616,0.021361238638681543
2014-12-26,102.3208542,105.9499969,106.9400024,105.5,105.9899979,6529100,105.9435993952,101.03710074985507,0.0,0.020363923423606756
2014-12-29,102.3498306,105.9800034,107.6600037,105.6399994,105.9499969,8068600,106.2861994938,101.10771364485714,0.0002832137883714836,0.019816390604931972
2014-12-30,102.1277084,105.75,106.7099991,105.1299973,105.6399994,10205700,106.64299942059999,101.1730979597183,-0.0021702528082764294,0.019796298181720632
2014-12-31,100.3796997,103.9400024,106.4700012,103.6900024,106.4599991,10221600,106.9565994258,101.21152718805556,-0.01711581654846339,0.019955977544425112
2015-01-02,100.0513458,103.5999985,104.7200012,102.5199966,104.2399979,12303400,107.2105993652,101.24424597315068,-0.003271155398780312,0.01928700053096304
2015-01-05,97.5404129,101.0,103.0199966,99.90000153,102.7600021,18337000,107.3979994202,101.2409453518919,-0.025096510981127085,0.019532367081627713
2015-01-06,99.78093719,103.3199997,103.8499985,100.1100006,101.25,15720400,107.57539947520002,101.26866607653334,0.02297029405940587,0.01996899546316861
2015-01-07,98.63169861,102.1299973,104.7399979,102.0299988,104.5899963,11052200,107.7027993784,101.27999938210526,-0.011517638438398037,0.01995009700984274
2015-01-08,101.4323654,105.0299988,105.3399963,102.6800003,102.9499969,12942100,107.847599336,101.32870067324676,0.028395198048242865,0.019927848337969407
2015-01-09,99.49121094,103.0199966,105.3000031,102.8899994,105.2399979,10222200,107.91439926179999,101.35038395435897,-0.01913741048238493,0.020157232449562516
2015-01-12,98.13917542,101.6200027,103.3600006,101.2099991,103.1999969,7997200,107.9805993646,101.35379684987342,-0.013589535490239002,0.020237535326510382
2015-01-13,97.31828308,100.7699966,102.8499985,100.0100021,102.5899963,11294400,108.02139922939999,101.34649934675,-0.008364554983425587,0.020230210993697043
2015-01-14,96.16905212,99.58000183,100.1800003,98.05999756,99.27999878,17808000,108.04099929659998,101.3246907354321,-0.01180901865784123,0.018237590272853786
2015-01-15,93.01105499,96.30999756,100.1399994,96.01999664,99.66999817,18260100,107.93119918580001,101.26353594060976,-0.03283796153752294,0.017559247195512027
2015-01-16,93.57118988,96.88999939,97.80000305,95.51999664,96.08999634,13327900,107.7475991796,101.21084272915662,0.00602223906857291,0.017542410328179214
2015-01-20,96.61329651,100.0400009,100.2099991,97.58999634,98.30000305,12105600,107.57499923360001,101.19690413595238,0.03251111084561642,0.018685702071231058
2015-01-21,99.75196838,103.2900009,103.8600006,100.3199997,100.75,15186900,107.4093992576,101.22152880376471,0.032487004905654704,0.01967171236633348
2015-01-22,100.437645,104.0,104.9199982,103.0999985,104.5999985,11433000,107.19819930559999,101.2538366083721,0.006873841551104043,0.019144676546626972
2015-01-23,99.57813263,103.1100006,105.1999969,103.0199966,104.0199966,9873800,106.87739928759999,101.27517182666668,-0.008557686538461451,0.01869239489490767
2015-01-26,100.4279861,103.9899979,105.1299973,103.3300018,104.4000015,10664900,106.6663992276,101.30602212295456,0.008534548490730876,0.017740336962188397
2015-01-27,99.41396332,102.9400024,103.5699997,100.5800018,102.8899994,15659900,106.36119933760001,101.3243814519101,-0.01009708165404255,0.01772616278200653
2015-01-28,95.07775116,98.44999695,101.4899979,97.79000092,100.3000031,42144700,106.03339935059999,101.29244384633334,-0.04361769327100773,0.019387849774318164
2015-01-29,86.73370361,89.80999756,90.73999786,87.36000061,90.52999878,76561400,105.5275993318,101.1662631179121,-0.08776028093112098,0.02492607395805557
2015-01-30,86.02870941,89.08000183,92.0,88.11000061,89.59999847,36806900,105.0241993684,101.0348907126087,-0.00812822346991271,0.02476962037115508
2015-02-02,87.04273987,90.12999725,91.66000366,88.61000061,91.12999725,18865300,104.6105993614,100.91763379365591,0.011787105954530697,0.024047790931155635
2015-02-03,87.50630188,90.61000061,91.65000153,89.90000153,91.65000153,13512300,104.24639937959999,100.80797812148937,0.005325678183131233,0.024092480246028114
2015-02-04,86.91719055,90.0,91.87999725,89.48000336,90.98999786,14643600,103.8499993856,100.69420993073685,-0.006732155456278366,0.0238309973798839
2015-02-05,84.0199585,87.0,89.83999634,86.09999847,89.58000183,28926200,103.37539931759999,100.55156191062501,-0.033333333333333326,0.024260103806753412
2015-02-06,82.74517059,85.68000031,87.40000153,85.41999817,87.11000061,17632100,102.81059935980002,100.39824684257732,-0.015172410229885136,0.023930796548616684
2015-02-09,83.05421448,86.0,86.75,85.47000122,85.83000183,12109500,102.26119933580001,100.25132595642857,0.0037348236326122386,0.023925626018554986
2015-02-10,84.2710495,87.26000214,87.47000122,86.51999664,87.01000214,12043300,101.7529994146,100.12010046333333,0.014651187674418642,0.02421376144136674
2015-02-11,83.05421448,86.0,87.69999695,85.81999969,87.58000183,12391900,101.24019942659999,99.9788994587,-0.014439629946128685,0.024227911513746092
2015-02-12,84.11653137,87.09999847,88.30000305,85.55000305,85.59999847,15177800,100.862399438,99.85138558752475,0.012790679883720957,0.024475973823188453
2015-02-13,85.9997406,89.05000305,89.30000305,87.65000153,88.19999695,14665200,100.445599511,99.74548968029411,0.022388112678000116,0.024924207051711705
2015-02-17,83.87509155,86.84999847,88.98999786,86.69999695,88.77999878,15191700,99.9697994924,99.62029073650486,-0.02470527237112763,0.025183752268387483
2015-02-18,83.76885986,86.73999786,87.43000031,86.5,87.09999847,7422300,99.5211994856,99.49644176653845,-0.0012665585715352368,0.024920323401007204
2015-02-19,83.91371918,86.88999939,87.87000275,86.70999908,86.80999756,7604100,99.1009994434,99.37638041057141,0.0017293236534556833,0.02440184184926785
2015-02-20,83.67228699,86.63999939,87.29000092,86.37999725,87.25,7821700,98.7323994372,99.25622587264151,-0.0028772010790090174,0.024378873329521412
2015-02-23,82.54236603,85.47000122,86.68000031,85.25,86.51000214,9367900,98.29219939359999,99.12738265158877,-0.013504134097847675,0.02357643877351759
2015-02-24,81.78908539,84.69000244,85.52999878,83.87999725,85.52999878,15846400,97.9083994964,98.99370320518518,-0.009125994721730257,0.023462996667625066
2015-02-25,83.23770142,86.19000244,86.83000183,84.36000061,84.37999725,13645700,97.53279952119999,98.87623806055046,0.017711653758218926,0.02381800057724269
2015-02-26,82.44579315,85.37000275,87.16000366,85.19999695,86.91999817,8763300,97.1379995642,98.75345410318182,-0.009513860851446565,0.023824201736378676
2015-02-27,82.20436096,85.12000275,86.55999756,85.0,85.94999695,8377200,96.7463996812,98.63063021711712,-0.002928429096249463,0.023794804155807973
2015-03-02,81.12271881,84.0,85.01999664,83.75,85.0,11213400,96.3109997492,98.49999959017858,-0.013157926619075444,0.0232643877295494
2015-03-03,78.78560638,81.58000183,83.25,80.02999878,82.94999695,39246100,95.76219985380001,98.35026509672566,-0.028809502023809497,0.0235993186501845
2015-03-04,82.56167603,85.48999786,85.8259964,80.16999817,80.26999664,36607200,95.286999811,98.237455735,0.047928364087902686,0.024600870578489455
2015-03-05,83.15078735,86.09999847,86.26999664,84.01000214,85.75,18514800,94.7959997504,98.13191262834782,0.007135344780320851,0.0236899463433464
2015-03-06,81.50901031,84.40000153,86.0,84.05000305,85.73999786,10673700,94.308599849,98.01353408439655,-0.019744447969907264,0.023698485853022904
2015-03-09,79.70307159,82.52999878,84.34999847,81.48000336,84.34999847,17616500,93.8487998926,97.88119617581198,-0.02215643028555281,0.02386553095112262
2015-03-10,80.12799835,82.97000122,83.15000153,80.65000153,81.08999634,13817000,93.38919997900001,97.75483011686441,0.005331424288190112,0.02380019351128619
2015-03-11,79.18156433,81.98999786,83.37999725,81.19000244,83.0,12768700,92.9099999982,97.62235253487395,-0.011811538454741699,0.02380940027470809
2015-03-12,79.11396027,81.91999817,82.90000153,81.52999878,82.09999847,11232000,92.4287998936,97.49149958183332,-0.000853758895317025,0.0228180826729984
2015-03-13,79.05601501,81.86000061,81.91999817,80.76999664,81.80000305,12663300,91.9509999058,97.36231363991735,-0.0007323921062045713,0.016778227775449784
2015-03-16,81.12271881,84.0,85.19999695,81.94000244,82.01000214,16905700,91.55219985779999,97.25278647893442,0.02614218634318677,0.017561816599173222
2015-03-17,81.60558319,84.5,85.09999847,83.51000214,84.01000214,17639000,91.1701998878,97.14910528804877,0.005952380952380931,0.01743794761597736
2015-03-18,81.69250488,84.58999634,85.94999695,83.30000305,83.87000275,35663000,90.8419998146,97.04782215137097,0.0010650454437870494,0.01739350839273944
2015-03-19,82.80311584,85.73999786,87.04000092,85.0,85.11000061,30454700,90.4903997778,96.95735955704001,0.01359500614443454,0.017603252878670934
2015-03-20,82.28160858,85.19999695,86.80000305,85.08999634,86.33000183,21181500,90.15179977080001,96.86404715539683,-0.006298121337508511,0.016577732256370714
2015-03-23,81.364151,84.25,85.52999878,84.20999908,85.25,11184000,89.7361997948,96.76472394944882,-0.011150199342818135,0.01647144196312998
2015-03-24,80.76538849,83.62999725,84.5,82.38999939,84.34999847,14545100,89.34839980780002,96.66210889710938,-0.007359083086053375,0.016499208823965737
2015-03-25,80.88127899,83.75,84.48000336,82.66999817,83.94000244,13507200,88.99099975380001,96.56201502968993,0.0014349247153657707,0.016246924480145142
2015-03-26,81.28688812,84.16999817,84.99500275,82.95999908,83.19999695,12208000,88.6589997852,96.46669182307693,0.005014903522388092,0.016089438252463346
2015-03-27,81.68284607,84.58000183,85.15000153,83.33999634,84.77999878,9703800,88.35899978520001,96.37595373152672,0.004871137803423853,0.015926427405096255
2015-03-30,81.02614594,83.90000153,85.15000153,83.75,85.02999878,10020500,88.1107998646,96.28143894212121,-0.008039729076463664,0.015353654508690045
2015-03-31,80.38874817,83.23999786,84.44999695,83.19999695,83.63999939,11812900,87.837799834,96.18338299413534,-0.007866551346414452,0.014787447766967068
2015-04-01,79.53889465,82.36000061,83.72000122,82.18000031,83.37000275,14896400,87.4841998282,96.08022342410447,-0.010571807696103663,0.01488379412119348
2015-04-02,79.46163177,82.27999878,83.0,81.25,82.87999725,19868200,87.06399978580001,95.97799953785184,-0.0009713675255884624,0.014871001673894622
2015-04-06,79.01738739,81.81999969,82.58999634,81.61399841,82.05000305,12810500,86.6203997796,95.87389659779411,-0.005590655041572634,0.014886591421543839
2015-04-07,79.39402771,82.20999908,82.94999695,81.87999725,81.94000244,9443000,86.20239974920001,95.77416011956204,0.004766553305764365,0.014764493118049761
2015-04-08,82.46510315,85.38999939,85.54000092,83.06600189,83.30000305,26161500,85.830399779,95.69891257804348,0.03868142982103051,0.01637111430712336
2015-04-09,83.18941498,86.13999939,87.69000244,85.19999695,87.02999878,27800400,85.4943997188,95.63014341841726,0.008783229949148375,0.01612490092597412
2015-04-10,81.68284607,84.58000183,86.69000244,84.15000153,86.68000031,18300300,85.2169998164,95.55121383564286,-0.01811002520370464,0.016376138837045258
2015-04-13,81.39312744,84.27999878,85.70999908,83.81999969,85.16000366,15797100,85.10639984079998,95.47127614021277,-0.003546973794148034,0.0163801052653996
2015-04-14,82.08846283,85.0,85.12999725,83.52999878,84.62999725,11819000,85.02479980419999,95.39753475894366,0.008542966663768636,0.0162670184616998
2015-04-15,81.76976776,84.66999817,85.36000061,84.16000366,85.08000183,12225800,84.9155998226,95.32251702055943,-0.003882374470588257,0.015326623505584138
2015-04-16,81.18065643,84.05999756,85.40000153,83.88999939,85.15000153,12048600,84.7845997616,95.24430507986112,-0.007204448130201269,0.012614699167689309
2015-04-17,79.09465027,81.90000153,83.25,81.61000061,83.08000183,22791800,84.62259979219999,95.15227540020689,-0.025695884995217244,0.013334330438752474
2015-04-20,79.3843689,82.19999695,82.69000244,81.51999664,82.25,13471000,84.52659973120001,95.06356116424658,0.003662947672719019,0.012912986844887873
2015-04-21,79.5968399,82.41999817,82.91999817,82.13999939,82.86000061,10056000,84.4613996884,94.97755053163264,0.00267641396792051,0.01227703166360033
2015-04-22,79.23950958,82.05000305,82.83999634,81.51999664,82.77999878,13316900,84.3823997494,94.89020223783784,-0.004489142540828994,0.012261659217582804
2015-04-23,79.46163177,82.27999878,82.75,81.62000275,81.87999725,11483300,84.28279968220001,94.80556999986578,0.002803116653875559,0.012077450976803154
2015-04-24,81.67319489,84.56999969,84.98999786,82.80000305,82.87999725,21058400,84.25419967600001,94.73733286446667,0.027831805347044325,0.013085613944179755
2015-04-27,81.99188995,84.90000153,86.26999664,84.65000153,85.52999878,17434200,84.2101997372,94.67218497483444,0.0039021147121869326,0.01309005588003334
2015-04-28,82.16572571,85.08000183,85.56999969,83.81999969,85.54000092,11110500,84.1307997128,94.60907850677631,0.0021201448381176213,0.012224001353042701
2015-04-29,79.62580872,82.44999695,84.40000153,81.63999939,84.05999756,21098000,84.0427996824,94.5296073854902,-0.030912139438537656,0.013448338959865972
2015-04-30,78.50553894,81.29000092,82.65000153,80.44000244,82.22000122,14209700,83.9337997436,94.44363591493506,-0.014069085177813356,0.013660809773444763
2015-05-01,78.38964844,81.16999817,82.25,80.11000061,81.02999878,17910500,83.81939971919999,94.35799954238709,-0.0014762301469044559,0.013370645534549473
2015-05-04,77.82951355,80.58999634,81.55999756,80.12000275,81.16999817,21551500,83.6983996582,94.26974311160257,-0.007145519811214807,0.013381501907571446
2015-05-05,76.81549072,79.54000092,80.90000153,77.76999664,80.44000244,32661900,83.5797996522,94.17592309764332,-0.013028855536488582,0.013431233652000468
2015-05-06,77.25972748,80.0,80.84999847,79.51000214,79.65000153,24953500,83.48599960339999,94.08620206537975,0.005783242075426465,0.013458939533237355
2015-05-07,83.05421448,86.0,89.29000092,84.91000366,88.83000183,69448800,83.48219955459999,94.03534544861635,0.07499999999999996,0.019387458849360294
2015-05-08,84.07790375,87.05999756,88.26999664,86.88999939,87.81999969,30140600,83.51599945080001,93.9917495243125,0.012325553023255775,0.019484568649675488
2015-05-11,83.74954987,86.72000122,87.66999817,86.05999756,86.69999695,19776900,83.54799942020001,93.94658338577639,-0.0039053106998502285,0.01949506253477147
2015-05-12,83.79782867,86.76999664,87.5,86.13999939,87.05000305,16077800,83.603399353,93.90228346759258,0.0005765154439190123,0.019420429980770922
2015-05-13,84.53180695,87.52999878,88.47000122,87.0,87.08000183,19015900,83.72239929199999,93.86318969650307,0.0087588126014706,0.01938702567788789
2015-05-14,85.37200165,88.40000153,88.48000336,87.52999878,87.73999786,12087900,83.7805993654,93.82987757353659,0.009939480887994456,0.019295169589482367
2015-05-15,85.4299469,88.45999908,88.95999908,88.05000305,88.51000214,13424600,83.8277993776,93.79733285539395,0.0006787053049952529,0.01928717242010078
2015-05-18,84.12619019,87.11000061,87.93000031,86.61000061,87.61000061,13490200,83.8819993592,93.75704772138553,-0.01526111783902595,0.019508200623214646
2015-05-19,85.18850708,88.20999908,88.80000305,86.47000122,86.98999786,20727700,83.9955993652,93.7238318612575,0.012627694435737746,0.01959548935416962
2015-05-20,87.59321594,90.69999695,90.80000305,87.30000305,88.13999939,29812300,84.1501992798,93.70583284392858,0.028228068200542022,0.01901485991566223
2015-05-21,90.66429138,93.87999725,94.76999664,90.91999817,91.34999847,40729400,84.38799926760001,93.70686340254439,0.03506064395738662,0.019913346930004575
2015-05-22,90.07518005,93.26999664,95.05999756,93.19000244,94.27999878,22183300,84.61499923699999,93.70429359805883,-0.0064976632708625415,0.01959802165464654
2015-05-26,89.35087585,92.51999664,93.91999817,91.55000305,93.65000153,15674900,84.82819915760001,93.69736788485379,-0.00804117108414637,0.01967036833457925
2015-05-27,89.42813873,92.59999847,92.98999786,91.59999847,92.22000122,9519300,85.00019912700002,93.69098783011628,0.0008646977183894844,0.019649698329939527
2015-05-28,87.83465576,90.94999695,91.93000031,90.58000183,91.69000244,14213000,85.129199066,93.67514395219654,-0.01781859122313656,0.01998096087322577
2015-05-29,86.26049042,89.31999969,91.5,89.31999969,91.34999847,13893200,85.223799133,93.65011438747126,-0.01792190560375817,0.020255790036009035
2015-06-01,87.67047882,90.77999878,90.98999786,89.48999786,90.08999634,9905900,85.3245991514,93.63371372685714,0.016345713110917703,0.019704716733843622
2015-06-02,87.409729,90.51000214,91.54000092,90.19000244,90.55000305,9865300,85.4307992552,93.61596536556817,-0.002974186424636538,0.019741450729121056
2015-06-03,87.68013763,90.79000092,91.04000092,89.90000153,90.51000214,9428000,85.56159927360001,93.59999946474576,0.003093567267481667,0.019741070840168087
2015-06-04,87.48698425,90.58999634,91.41000366,90.26999664,90.70999908,8689000,85.7007992554,93.58308933483147,-0.0022029362041336986,0.019713907004875048
2015-06-05,87.60287476,90.70999908,91.59999847,90.45999908,90.45999908,11353900,85.83999923699999,93.56703855128491,0.0013246798194981313,0.019717529601259633
2015-06-08,85.26576996,88.29000092,91.59999847,88.24299622,90.65000153,15603000,85.92239929200001,93.53772167555556,-0.026678405738552957,0.019903028218900023
2015-06-09,84.58009338,87.58000183,88.18000031,86.12000275,88.04000092,16081800,85.982399292,93.50480609629835,-0.008041670433816539,0.019975197535770626
2015-06-10,85.85488129,88.90000153,88.98999786,87.19999695,87.69999695,12551300,86.08239929199999,93.4795049723077,0.015071930491189267,0.02013453817545066
2015-06-11,84.22276306,87.20999908,89.48000336,87.09999847,89.02999878,13716200,86.1617993164,93.44524537726775,-0.019010150966416894,0.019580297913039446
2015-06-12,83.66262817,86.62999725,87.79000092,86.48000336,87.41999817,9977100,86.24719924920001,93.40820598527175,-0.00665063451575032,0.019415815574681916
2015-06-15,83.17010498,86.12000275,87.16999817,86.05000305,86.30000305,10230400,86.3239993286,93.36881029210811,-0.005887042781823504,0.019462049297595305
2015-06-16,83.14112091,86.08999634,86.69999695,85.61000061,86.00299835,10974200,86.40939926159999,93.32967688376344,-0.0003484255578475315,0.019389486331700175
2015-06-17,83.82681274,86.80000305,87.80000305,86.48000336,86.58000183,10241500,86.50119934099999,93.29475884187165,0.008247261472702716,0.019194557518147966
2015-06-18,83.77851868,86.75,87.58999634,86.31999969,86.97000122,11737200,86.5283993532,93.25994629484043,-0.0005760719843661555,0.019198898362250107
2015-06-19,82.80311584,85.73999786,86.59999847,85.16999817,86.51000214,10317000,86.5203993226,93.2201582078836,-0.011642675965417792,0.013706655235696521
2015-06-22,82.74517059,85.68000031,86.40000153,85.58000183,86.06999969,7154200,86.5423992922,93.18047316631579,-0.0006997615056857365,0.01350726679725115
2015-06-23,82.16572571,85.08000183,86.33999634,84.83000183,85.98000336,11411300,86.5583993532,93.13806232162304,-0.007002783354681741,0.013546413789167388
